,"Type","Date","Num","Memo","Name","Qty","Sales Price","Amount","Balance"
"Inventory",,,,,,,,,""
"00-Beer & Spirits",,,,,,,,,""
,"Invoice","12/18/2014","55251","Casino Azul, Tequila Blanco","Total Wine 1001",6,31.50,189.00,4631.82
,"Invoice","12/19/2014","55398","Casino Azul, Tequila Blanco","Total Wine 1003",6,31.50,189.00,4820.82
,"Invoice","01/15/2015","55840","Casino Azul, Tequila Blanco","Beverage Depot",3,29.95,89.85,4910.67
,"Invoice","01/21/2015","55916","Casino Azul, Tequila Blanco","Total Wine 1010 - Tempe",1,31.50,31.50,4942.17
,"Invoice","01/21/2015","55956","Casino Azul, Tequila Blanco","Quick N Shine Carwash",2,29.95,59.90,5002.07
,"Invoice","01/22/2015","55923","Casino Azul, Tequila Blanco","Total Wine 1009",6,31.50,189.00,5191.07
,"Invoice","01/22/2015","55943","Casino Azul, Tequila Blanco","Total Wine 1002",3,31.50,94.50,5285.57
,"Invoice","02/11/2015","56390","Casino Azul, Tequila Blanco","Sun Devil Liquor",1,29.95,29.95,5315.52
,"Invoice","02/17/2015","56484","Casino Azul, Tequila Blanco","Total Wine 1003",6,31.50,189.00,5504.52
,"Invoice","02/19/2015","56482","Casino Azul, Tequila Blanco","Total Wine 1001",3,31.50,94.50,5599.02
,"Invoice","02/20/2015","56485","Casino Azul, Tequila Blanco","Total Wine 1006",6,31.50,189.00,5788.02
,"Invoice","03/02/2015","56776","Casino Azul, Tequila Blanco","Samples Greg",1,0.00,0.00,5788.02
,"Invoice","03/04/2015","56786","Casino Azul, Tequila Blanco","Food and Things",2,29.95,59.90,5847.92
,"Invoice","03/10/2015","56906","Casino Azul, Tequila Blanco","Samples Ryan",1,0.00,0.00,5847.92
,"Invoice","03/12/2015","56952","Casino Azul, Tequila Blanco","AJ's Fine Foods #159-Camelback",1,29.95,29.95,5877.87
,"Invoice","03/17/2015","57020","Casino Azul, Tequila Blanco","Total Wine 1007",4,31.50,126.00,6003.87
,"Invoice","03/19/2015","57017","Casino Azul, Tequila Blanco","Total Wine 1001",6,31.50,189.00,6192.87
,"Invoice","03/24/2015","57184","Casino Azul, Tequila Blanco","Total Wine 1004",6,31.50,189.00,6381.87
,"Invoice","03/25/2015","57172","Casino Azul, Tequila Blanco (owed bottle)","Quick N Shine Carwash",1,0.00,0.00,6381.87
,"Invoice","04/23/2015","57698","Casino Azul, Tequila Blanco","Total Wine 1002",1,31.50,31.50,6413.37
,"Invoice","05/04/2015","57962","Casino Azul, Tequila Blanco","Beverage Place",1,29.95,29.95,6443.32
,"Invoice","05/19/2015","58183","Casino Azul, Tequila Blanco","Total Wine 1004",6,31.50,189.00,6632.32
,"Invoice","05/19/2015","58186","Casino Azul, Tequila Blanco","Total Wine 1006",6,31.50,189.00,6821.32
,"Invoice","05/19/2015","58191","Casino Azul, Tequila Blanco","Total Wine 1003",5,31.50,157.50,6978.82
,"Invoice","07/09/2015","58969","Casino Azul, Tequila Blanco","Total Wine 1003",3,29.95,89.85,7068.67
,"Invoice","07/10/2015","58967","Casino Azul, Tequila Blanco","Total Wine 1005",6,31.50,189.00,7257.67
,"Invoice","08/13/2015","59450","Casino Azul, Tequila Blanco","Total Wine 1007",4,29.95,119.80,7377.47
,"Invoice","08/13/2015","59454","Casino Azul, Tequila Blanco","Total Wine 1002",1,29.95,29.95,7407.42
,"Invoice","08/13/2015","59455","Casino Azul, Tequila Blanco","Total Wine 1001",3,29.95,89.85,7497.27
,"Invoice","08/13/2015","59456","Casino Azul, Tequila Blanco","Total Wine 1009",3,29.95,89.85,7587.12
,"Invoice","08/14/2015","59457","Casino Azul, Tequila Blanco","Total Wine 1010 - Tempe",1,29.95,29.95,7617.07
,"Invoice","08/28/2015","59728","Casino Azul, Tequila Blanco","Sol Cocina",1,29.95,29.95,7647.02
,"Invoice","09/09/2015","59877","Casino Azul, Tequila Blanco","Total Wine 1005",2,29.95,59.90,7706.92
,"Invoice","09/10/2015","59874","Casino Azul, Tequila Blanco","Total Wine 1002",1,29.95,29.95,7736.87
,"Invoice","09/10/2015","59876","Casino Azul, Tequila Blanco","Total Wine 1004",6,29.95,179.70,7916.57
,"Invoice","09/10/2015","59880","Casino Azul, Tequila Blanco","Total Wine 1008",6,29.95,179.70,8096.27
,"Invoice","09/11/2015","59875","Casino Azul, Tequila Blanco","Total Wine 1003",4,29.95,119.80,8216.07
,"Invoice","10/14/2015","60550","Casino Azul, Tequila Blanco","Total Wine 1005",6,29.95,179.70,8395.77
,"Invoice","10/15/2015","60553","Casino Azul, Tequila Blanco","Total Wine 1002",6,29.95,179.70,8575.47
,"Invoice","10/15/2015","60554","Casino Azul, Tequila Blanco","Total Wine 1001",6,29.95,179.70,8755.17
,"Invoice","10/16/2015","60552","Casino Azul, Tequila Blanco","Total Wine 1003",6,29.95,179.70,8934.87
,"Invoice","10/22/2015","60686","Casino Azul, Tequila Blanco","Beverage Depot",1,29.95,29.95,8964.82
,"Invoice","11/11/2015","61096","Casino Azul, Tequila Blanco","Total Wine 1005",1,29.95,29.95,8994.77
,"Invoice","11/13/2015","61138","Casino Azul, Tequila Blanco","Total Wine 1003",1,29.95,29.95,9024.72
,"Invoice","12/09/2015","61653","Casino Azul, Tequila Blanco","Total Wine 1010 - Tempe",2,29.95,59.90,9084.62
,"Invoice","12/09/2015","61663","Casino Azul, Tequila Blanco","Total Wine 1005",5,29.95,149.75,9234.37
,"Invoice","12/10/2015","61659","Casino Azul, Tequila Blanco","Total Wine 1009",6,29.95,179.70,9414.07
,"Invoice","12/11/2015","61677","Casino Azul, Tequila Blanco","Quick N Shine Carwash",1,29.95,29.95,9444.02
,"Invoice","12/22/2015","61913","Casino Azul, Tequila Blanco","Breakage",1,29.95,29.95,9473.97
,"Invoice","12/22/2015","61918","Casino Azul, Tequila Blanco","Beverage Depot",1,29.95,29.95,9503.92
,"Invoice","12/29/2015","62064","Casino Azul, Tequila Blanco","Beverage Depot",2,29.95,59.90,9563.82
,"Invoice","01/13/2016","62383","Casino Azul, Tequila Blanco","Total Wine 1004",6,29.95,179.70,9743.52
,"Invoice","01/13/2016","62384","Casino Azul, Tequila Blanco","Total Wine 1005",12,29.95,359.40,10102.92
,"Invoice","01/13/2016","62385","Casino Azul, Tequila Blanco","Total Wine 1006",6,29.95,179.70,10282.62
,"Invoice","01/13/2016","62386","Casino Azul, Tequila Blanco","Total Wine 1007",12,29.95,359.40,10642.02
,"Invoice","01/13/2016","62394","Casino Azul, Tequila Blanco","Quick N Shine Carwash",1,29.95,29.95,10671.97
,"Invoice","01/14/2016","62379","Casino Azul, Tequila Blanco","Total Wine 1009",12,29.95,359.40,11031.37
,"Invoice","01/14/2016","62380","Casino Azul, Tequila Blanco","Total Wine 1001",6,29.95,179.70,11211.07
,"Invoice","01/14/2016","62381","Casino Azul, Tequila Blanco","Total Wine 1002",12,29.95,359.40,11570.47
,"Invoice","01/14/2016","62382","Casino Azul, Tequila Blanco","Total Wine 1003",6,29.95,179.70,11750.17
,"Invoice","02/03/2016","63712","Casino Azul, Tequila Blanco","Liquor Square",1,29.95,29.95,11780.12
,"Invoice","02/10/2016","63882","Casino Azul, Tequila Blanco","Total Wine 1010 - Tempe",3,29.95,89.85,11869.97
,"Invoice","02/10/2016","63887","Casino Azul, Tequila Blanco","Total Wine 1003",6,29.95,179.70,12049.67
,"Invoice","02/11/2016","63888","Casino Azul, Tequila Blanco","Total Wine 1006",6,29.95,179.70,12229.37
,"Invoice","02/17/2016","64009","Casino Azul, Tequila Blanco","Quick N Shine Carwash",1,29.95,29.95,12259.32
,"Invoice","02/22/2016","64161","Casino Azul, Tequila Blanco","Samples Consuelo",1,0.00,0.00,12259.32
,"Invoice","03/09/2016","64482","Casino Azul, Tequila Blanco","Liquor Square",1,29.95,29.95,12289.27
,"Invoice","03/10/2016","64500","Casino Azul, Tequila Blanco","Total Wine 1004",6,29.95,179.70,12468.97
,"Invoice","03/10/2016","64501","Casino Azul, Tequila Blanco","Total Wine 1010 - Tempe",1,29.95,29.95,12498.92
,"Invoice","03/10/2016","64507","Casino Azul, Tequila Blanco","Total Wine 1001",6,29.95,179.70,12678.62
,"Invoice","05/19/2016","65878","Casino Azul, Tequila Blanco","Total Wine 1010 - Tempe",1,29.95,29.95,12708.57
,"Invoice","05/20/2016","65877","Casino Azul, Tequila Blanco","Total Wine 1005",2,29.95,59.90,12768.47
,"Invoice","07/13/2016","66758","Casino Azul, Tequila Blanco","Total Wine 1005",3,29.95,89.85,12858.32
,"Invoice","08/02/2016","67087","Casino Azul, Tequila Blanco","Sol Cocina",1,29.95,29.95,12888.27
,"Invoice","08/05/2016","67167","Casino Azul, Tequila Blanco","Food and Things",1,29.95,29.95,12918.22
,"Invoice","08/11/2016","67201","Casino Azul, Tequila Blanco","Majestic Marketplace",1,29.95,29.95,12948.17
,"Invoice","08/30/2016","67511","Casino Azul, Tequila Blanco","Total Wine 1006",2,29.95,59.90,13008.07
,"Invoice","08/30/2016","67529","Casino Azul, Tequila Blanco","AJ's Fine Foods #159-Camelback",1,29.95,29.95,13038.02
,"Invoice","09/01/2016","67519","Casino Azul, Tequila Blanco","Total Wine 1009",6,29.95,179.70,13217.72
,"Invoice","09/01/2016","67591","Casino Azul, Tequila Blanco","Majestic Marketplace",1,29.95,29.95,13247.67
,"Invoice","09/14/2016","67758","Casino Azul, Tequila Blanco","The Nook Downtown",1,29.95,29.95,13277.62
,"Invoice","09/15/2016","67784","Casino Azul, Tequila Blanco","Total Wine 1001",1,29.95,29.95,13307.57
,"Invoice","10/13/2016","68263","Casino Azul, Tequila Blanco","Total Wine 1009",6,29.95,179.70,13487.27
,"Invoice","11/17/2016","69015","Casino Azul, Tequila Blanco","Total Wine 1010 - Tempe",2,29.95,59.90,13547.17
,"Invoice","11/17/2016","69016","Casino Azul, Tequila Blanco","Total Wine 1003",2,29.95,59.90,13607.07
,"Invoice","11/17/2016","69018","Casino Azul, Tequila Blanco","Total Wine 1002",12,29.95,359.40,13966.47
,"Invoice","11/18/2016","69019","Casino Azul, Tequila Blanco","Total Wine 1006",1,29.95,29.95,13996.42
,"Invoice","11/18/2016","69021","Casino Azul, Tequila Blanco","Total Wine 1001",3,29.95,89.85,14086.27
,"Invoice","12/06/2016","69356","Casino Azul, Tequila Blanco","AJ's Fine Foods #159-Camelback",1,29.95,29.95,14116.22
,"Invoice","12/14/2016","69559","Casino Azul, Tequila Blanco","Total Wine 1003",12,29.95,359.40,14475.62
,"Invoice","12/16/2016","69555","Casino Azul, Tequila Blanco","Total Wine 1001",6,29.95,179.70,14655.32
,"Invoice","12/16/2016","69557","Casino Azul, Tequila Blanco","Total Wine 1009",6,29.95,179.70,14835.02
,"Invoice","12/28/2016","69850","Casino Azul, Tequila Blanco","Quick N Shine Carwash",3,29.95,89.85,14924.87
,"Invoice","01/18/2017","70229","Casino Azul, Tequila Blanco","Total Wine 1006",6,29.95,179.70,15104.57
,"Invoice","01/18/2017","70233","Casino Azul, Tequila Blanco","Total Wine 1004",6,29.95,179.70,15284.27
"Total 00177USA - R2 Casino Azul Blanc (Casino Azul, Tequila Blanco)",,,,,,502,,15284.27,15284.27
"00178USA - R2 Casino Teq Az Rep (Casino Azul, Tequila  Reposado)",,,,,,,,,""
,"Invoice","01/03/2014","49137","Casino, Tequila Azul Reposado","Liquor Square",2,36.78,73.56,73.56
,"Invoice","01/10/2014","49199","Casino, Tequila Azul Reposado","Sol Cocina",2,38.95,77.90,151.46
,"Invoice","01/15/2014","48084","Casino, Tequila Azul Reposado","Quick N Shine Carwash",2,34.74,69.48,220.94
,"Invoice","01/22/2014","49471","Casino, Tequila Azul Reposado","AJ's Fine Foods #61-Val Vista/Mesa",1,36.78,36.78,257.72
,"Invoice","01/24/2014","49558","Casino, Tequila Azul Reposado","Barrio Queen",1,38.94,38.94,296.66
,"Invoice","01/28/2014","49590","Casino, Tequila Azul Reposado","Total Wine 1003",3,34.74,104.22,400.88
,"Invoice","02/18/2014","50031","Casino, Tequila Azul Reposado","Total Wine 1004",4,33.50,134.00,534.88
,"Invoice","02/18/2014","50054","Casino, Tequila Azul Reposado","Total Wine 1003",12,33.50,402.00,936.88
,"Invoice","02/18/2014","50103","Casino, Tequila Azul Reposado","Total Wine 1005",1,38.95,38.95,975.83
,"Invoice","02/20/2014","50052","Casino, Tequila Azul Reposado","Total Wine 1008",1,33.50,33.50,1009.33
,"Invoice","03/07/2014","50442","Casino, Tequila Azul Reposado","Barrio Cafe",1,38.95,38.95,1048.28
,"Invoice","04/09/2014","51056","Casino, Tequila Azul Reposado","AJ's Fine Foods #61-Val Vista/Mesa",1,38.95,38.95,1087.23
,"Invoice","04/18/2014","51250","Casino, Tequila Azul Reposado","Barrio Queen",1,38.95,38.95,1126.18
,"Invoice","04/22/2014","51299","Casino, Tequila Azul Reposado","Total Wine 1004",3,33.50,100.50,1226.68
,"Invoice","04/23/2014","51297","Casino, Tequila Azul Reposado","Total Wine 1005",6,33.50,201.00,1427.68
,"Invoice","05/02/2014","51523","Casino, Tequila Azul Reposado","Sol Cocina",2,38.95,77.90,1505.58
,"Invoice","05/21/2014","51813","Casino, Tequila Azul Reposado","Total Wine 1004",1,33.50,33.50,1539.08
,"Invoice","07/02/2014","52482","Casino, Tequila Azul Reposado","Sol Cocina",1,38.95,38.95,1578.03
,"Invoice","07/09/2014","52552","Casino, Tequila Azul Reposado","Quick N Shine Carwash",1,36.78,36.78,1614.81
,"Invoice","07/22/2014","52728","Casino, Tequila Azul Reposado","Total Wine 1004",1,33.50,33.50,1648.31
,"Invoice","07/23/2014","52767","Casino, Tequila Azul Reposado","AJ's Fine Foods #61-Val Vista/Mesa",1,36.58,36.58,1684.89
,"Invoice","07/24/2014","52731","Casino, Tequila Azul Reposado","Total Wine 1001",1,33.50,33.50,1718.39
,"Invoice","07/24/2014","52732","Casino, Tequila Azul Reposado","Total Wine 1009",0,33.50,0.00,1718.39
,"Invoice","07/24/2014","52733","Casino, Tequila Azul Reposado","Total Wine 1008",6,33.50,201.00,1919.39
,"Invoice","07/31/2014","52910","Casino, Tequila Azul Reposado","Samples Allen",6,38.95,233.70,2153.09
,"Invoice","08/07/2014","52965","Casino, Tequila Azul Reposado","Total Wine 1009",6,33.50,201.00,2354.09
,"Invoice","08/26/2014","53293","Casino, Tequila Azul Reposado","Sol Cocina",1,38.95,38.95,2393.04
,"Invoice","09/05/2014","53461","Casino, Tequila Azul Reposado","AJ's Fine Foods #159-Camelback",1,38.95,38.95,2431.99
,"Invoice","09/22/2014","53601","Casino, Tequila Azul Reposado","Total Wine 1004",2,33.50,67.00,2498.99
,"Invoice","09/25/2014","53802","Casino, Tequila Azul Reposado","Liquor Dan",1,38.95,38.95,2537.94
,"Invoice","10/01/2014","53819","Casino, Tequila Azul Reposado","Total Wine 1010 - Tempe",3,33.50,100.50,2638.44
,"Invoice","10/22/2014","54247","Casino, Tequila Azul Reposado","Total Wine 1006",6,33.50,201.00,2839.44
,"Invoice","10/23/2014","54215","Casino, Tequila Azul Reposado","Total Wine 1001",6,33.50,201.00,3040.44
,"Invoice","10/23/2014","54252","Casino, Tequila Azul Reposado","Total Wine 1003",12,33.50,402.00,3442.44
,"Invoice","10/23/2014","54250","Casino, Tequila Azul Reposado","Total Wine 1002",1,33.50,33.50,3475.94
,"Invoice","11/12/2014","54624","Casino, Tequila Azul Reposado","Total Wine 1005",3,34.74,104.22,3580.16
,"Invoice","11/12/2014","54634","Casino, Tequila Azul Reposado","Sun Devil Liquor",1,38.95,38.95,3619.11
,"Invoice","11/19/2014","54615","Casino, Tequila Azul Reposado","Quick N Shine Carwash",1,36.78,36.78,3655.89
,"Invoice","12/16/2014","55244","Casino Azul, Tequila  Reposado","Total Wine 1004",6,33.50,201.00,3856.89
,"Invoice","12/16/2014","55252","Casino Azul, Tequila  Reposado","Total Wine 1006",6,33.50,201.00,4057.89
,"Invoice","12/17/2014","55246","Casino Azul, Tequila  Reposado","Total Wine 1005",2,33.50,67.00,4124.89
,"Invoice","12/19/2014","55388","Casino Azul, Tequila  Reposado","Barrio Cafe",1,33.95,33.95,4158.84
,"Invoice","12/19/2014","55398","Casino Azul, Tequila  Reposado","Total Wine 1003",6,33.50,201.00,4359.84
,"Invoice","12/24/2014","55452","Casino Azul, Tequila  Reposado","AJ's Fine Foods #61-Val Vista/Mesa",1,36.58,36.58,4396.42
,"Invoice","12/30/2014","55551","Casino Azul, Tequila  Reposado","AJ's Fine Foods #61-Val Vista/Mesa",1,33.95,33.95,4430.37
,"Invoice","01/07/2015","55678","Casino Azul, Tequila  Reposado","AJ's Fine Foods #61-Val Vista/Mesa",1,33.95,33.95,4464.32
,"Invoice","01/08/2015","55691","Casino Azul, Tequila  Reposado","Total Wine 1001",6,33.50,201.00,4665.32
,"Invoice","01/13/2015","55778","Casino Azul, Tequila  Reposado","Sol Cocina",1,33.95,33.95,4699.27
,"Invoice","01/20/2015","55927","Casino Azul, Tequila  Reposado","Total Wine 1006",6,33.50,201.00,4900.27
,"Invoice","01/21/2015","55916","Casino Azul, Tequila  Reposado","Total Wine 1010 - Tempe",6,33.50,201.00,5101.27
,"Invoice","01/22/2015","55920","Casino Azul, Tequila  Reposado","Total Wine 1001",6,33.50,201.00,5302.27
,"Invoice","01/22/2015","55923","Casino Azul, Tequila  Reposado","Total Wine 1009",6,33.50,201.00,5503.27
,"Invoice","01/22/2015","55943","Casino Azul, Tequila  Reposado","Total Wine 1002",2,33.50,67.00,5570.27
,"Invoice","02/11/2015","56390","Casino Azul, Tequila  Reposado","Sun Devil Liquor",1,33.95,33.95,5604.22
,"Invoice","02/18/2015","56524","Casino Azul, Tequila  Reposado","AJ's Fine Foods #61-Val Vista/Mesa",1,33.95,33.95,5638.17
,"Invoice","03/02/2015","56776","Casino Azul, Tequila  Reposado","Samples Greg",1,0.00,0.00,5638.17
,"Invoice","03/04/2015","56786","Casino Azul, Tequila  Reposado","Food and Things",2,33.95,67.90,5706.07
,"Invoice","03/12/2015","56952","Casino Azul, Tequila  Reposado","AJ's Fine Foods #159-Camelback",1,33.95,33.95,5740.02
,"Invoice","03/19/2015","57019","Casino Azul, Tequila  Reposado","Total Wine 1008",6,33.50,201.00,5941.02
,"Invoice","03/24/2015","57199","Casino Azul, Tequila  Reposado","Sol Cocina",1,33.95,33.95,5974.97
,"Invoice","04/08/2015","57449","Casino Azul, Tequila  Reposado","AJ's Fine Foods #61-Val Vista/Mesa",1,33.95,33.95,6008.92
,"Invoice","04/21/2015","57703","Casino Azul, Tequila  Reposado","Total Wine 1004",6,33.50,201.00,6209.92
,"Invoice","05/21/2015","58253","Casino Azul, Tequila  Reposado","Total Wine 1005",3,33.50,100.50,6310.42
,"Invoice","06/10/2015","58572","Casino Azul, Tequila  Reposado","Total Wine 1003",6,33.50,201.00,6511.42
,"Invoice","07/09/2015","58969","Casino Azul, Tequila  Reposado","Total Wine 1003",6,33.50,201.00,6712.42
,"Invoice","07/09/2015","58973","Casino Azul, Tequila  Reposado","Total Wine 1009",5,33.50,167.50,6879.92
,"Invoice","08/13/2015","59451","Casino Azul, Tequila  Reposado","Total Wine 1006",1,33.50,33.50,6913.42
,"Invoice","08/13/2015","59454","Casino Azul, Tequila  Reposado","Total Wine 1002",2,33.50,67.00,6980.42
,"Invoice","08/13/2015","59455","Casino Azul, Tequila  Reposado","Total Wine 1001",1,33.50,33.50,7013.92
,"Invoice","08/26/2015","59654","Casino Azul, Tequila  Reposado ( Use sample mini bottle)","Samples Amber",1,0.00,0.00,7013.92
,"Invoice","08/28/2015","59728","Casino Azul, Tequila  Reposado","Sol Cocina",2,33.95,67.90,7081.82
,"Invoice","09/09/2015","59877","Casino Azul, Tequila  Reposado","Total Wine 1005",5,33.50,167.50,7249.32
,"Invoice","09/10/2015","59874","Casino Azul, Tequila  Reposado","Total Wine 1002",4,33.50,134.00,7383.32
,"Invoice","09/10/2015","59878","Casino Azul, Tequila  Reposado","Total Wine 1006",2,33.50,67.00,7450.32
,"Invoice","09/30/2015","60296","Casino Azul, Tequila  Reposado","AJ's Fine Foods #61-Val Vista/Mesa",1,33.95,33.95,7484.27
,"Invoice","10/15/2015","60535","Casino Azul, Tequila  Reposado","Total Wine 1008",6,33.50,201.00,7685.27
,"Invoice","10/22/2015","60686","Casino Azul, Tequila  Reposado","Beverage Depot",1,33.95,33.95,7719.22
,"Invoice","10/29/2015","60822","Casino Azul, Tequila  Reposado","Top's Liquors",1,33.95,33.95,7753.17
,"Invoice","11/06/2015","60990","Casino Azul, Tequila  Reposado","Creekside",6,33.95,203.70,7956.87
,"Invoice","11/11/2015","61096","Casino Azul, Tequila  Reposado","Total Wine 1005",6,33.95,203.70,8160.57
,"Invoice","11/12/2015","61090","Casino Azul, Tequila  Reposado","Total Wine 1001",1,33.95,33.95,8194.52
,"Invoice","11/12/2015","61134","Casino Azul, Tequila  Reposado","Total Wine 1009",6,33.95,203.70,8398.22
,"Invoice","11/12/2015","61135","Casino Azul, Tequila  Reposado","Total Wine 1002",1,33.95,33.95,8432.17
,"Invoice","12/09/2015","61649","Casino Azul, Tequila  Reposado","Total Wine 1006",1,33.95,33.95,8466.12
,"Invoice","12/10/2015","61652","Casino Azul, Tequila  Reposado","Total Wine 1002",6,33.95,203.70,8669.82
,"Invoice","12/10/2015","61660","Casino Azul, Tequila  Reposado","Total Wine 1001",6,33.95,203.70,8873.52
,"Invoice","12/11/2015","61757","Casino Azul, Tequila  Reposado","Total Wine 1001",1,33.95,33.95,8907.47
,"Invoice","12/29/2015","62054","Casino Azul, Tequila  Reposado","AJ's Fine Foods #61-Val Vista/Mesa",1,33.95,33.95,8941.42
,"Invoice","12/30/2015","62103","Casino Azul, Tequila  Reposado","Barrio Cafe",1,33.95,33.95,8975.37
,"Invoice","01/13/2016","62383","Casino Azul, Tequila  Reposado","Total Wine 1004",12,33.95,407.40,9382.77
,"Invoice","01/13/2016","62384","Casino Azul, Tequila  Reposado","Total Wine 1005",12,33.95,407.40,9790.17
,"Invoice","01/13/2016","62385","Casino Azul, Tequila  Reposado","Total Wine 1006",5,33.95,169.75,9959.92
,"Invoice","01/14/2016","62379","Casino Azul, Tequila  Reposado","Total Wine 1009",6,33.95,203.70,10163.62
,"Invoice","01/14/2016","62380","Casino Azul, Tequila  Reposado","Total Wine 1001",6,33.95,203.70,10367.32
,"Invoice","01/14/2016","62381","Casino Azul, Tequila  Reposado","Total Wine 1002",6,33.95,203.70,10571.02
,"Invoice","01/21/2016","62468","Casino Azul, Tequila  Reposado","Liquor Dan",1,33.95,33.95,10604.97
,"Invoice","02/03/2016","63712","Casino Azul, Tequila  Reposado","Liquor Square",1,33.95,33.95,10638.92
,"Invoice","02/10/2016","63887","Casino Azul, Tequila  Reposado","Total Wine 1003",4,33.95,135.80,10774.72
,"Invoice","03/09/2016","64482","Casino Azul, Tequila  Reposado","Liquor Square",1,33.95,33.95,10808.67
,"Invoice","03/10/2016","64506","Casino Azul, Tequila  Reposado","Total Wine 1008",6,33.95,203.70,11012.37
,"Invoice","07/13/2016","66767","Casino Azul, Tequila  Reposado","Total Wine 1006",1,33.95,33.95,11046.32
